23	23	23	25	25	25	25	27	27	27	28	28	27	29	29	28	29	31	31	32	33	33	33	34	36	38	38	41	43	46	49	52	56	63	72	86	108	154	292	
22	25	25	25	25	25	26	26	26	27	28	28	28	29	29	30	29	31	32	32	33	34	34	36	37	38	39	42	44	46	49	53	58	65	74	88	112	160	301	
24	24	24	24	25	26	26	26	27	27	27	28	29	29	30	30	31	31	32	33	34	34	35	37	38	39	41	42	44	47	50	54	59	66	76	90	115	164	312	
25	25	25	26	26	26	26	28	28	28	29	29	29	30	30	32	32	32	33	33	34	35	37	38	39	40	42	44	46	49	52	56	61	68	79	94	120	171	325	
25	25	26	26	26	26	27	27	27	29	29	29	30	30	32	32	33	34	33	34	35	37	38	39	40	41	43	45	47	50	53	57	63	70	81	97	124	177	337	
26	26	26	26	27	27	27	27	28	28	28	30	30	32	32	33	33	34	35	35	37	38	39	40	41	43	44	46	47	50	54	59	65	73	84	100	128	184	350	
25	25	26	27	27	27	28	28	28	29	29	29	31	32	33	33	34	35	36	35	37	38	39	41	42	44	45	46	49	52	56	60	67	75	87	104	133	190	364	
25	26	26	26	27	28	28	28	29	29	31	31	31	32	34	34	35	36	36	38	38	39	40	42	43	44	46	48	51	53	57	62	69	78	90	107	137	198	380	
26	26	26	27	27	27	29	29	29	31	31	32	32	33	33	35	36	36	38	39	40	40	41	43	43	45	47	50	53	56	59	65	71	79	92	111	143	206	397	
26	27	27	27	27	28	28	31	31	31	32	32	33	33	34	35	35	38	39	40	41	42	42	43	45	47	49	51	54	58	62	68	73	83	96	116	149	216	416	
27	27	27	28	28	28	30	30	31	32	33	33	34	34	35	37	37	38	40	41	42	42	44	45	46	48	50	53	56	60	64	70	77	86	100	121	156	227	437	
27	28	28	28	30	30	30	31	31	32	33	34	34	35	37	38	38	39	40	42	42	44	45	47	49	50	52	55	58	61	66	73	80	91	106	127	164	238	460	
28	28	30	30	30	31	31	32	32	33	33	34	35	37	38	39	39	40	41	42	44	45	47	48	50	53	54	56	60	64	69	76	84	95	111	135	174	251	487	
30	30	31	31	31	32	32	33	33	34	34	36	37	38	39	40	41	42	43	43	45	47	48	50	52	55	56	60	62	67	73	80	88	100	117	142	184	267	517	
31	31	31	32	32	33	33	34	34	36	36	37	38	39	40	41	42	43	43	45	46	49	50	52	55	56	59	62	66	71	76	84	93	106	124	150	195	284	550	
32	32	32	33	33	34	34	36	36	37	38	38	39	40	41	43	44	44	45	47	48	50	53	55	56	59	62	66	70	75	81	89	99	112	131	160	207	303	588	
32	32	33	33	35	35	36	36	37	38	38	39	41	42	43	44	45	46	47	49	50	52	54	56	59	62	65	68	73	79	85	94	105	120	140	170	221	324	631	
32	35	35	36	36	37	37	38	39	39	41	42	42	44	45	46	46	48	50	51	53	55	56	60	62	66	68	74	79	84	91	100	112	128	150	184	239	350	682	
35	35	36	37	38	38	39	41	41	42	43	44	44	46	47	47	49	51	53	54	56	58	60	62	66	70	73	79	84	91	99	109	121	138	162	199	258	380	743	
37	37	38	38	41	42	42	43	44	45	46	46	47	49	50	50	52	53	56	58	60	61	64	67	71	75	79	84	91	98	107	118	132	151	178	216	283	416	816	
40	40	41	42	42	44	45	47	48	48	49	49	50	52	53	54	56	57	59	62	64	66	69	73	76	81	85	91	99	107	118	130	145	166	195	239	313	461	906	
43	43	44	46	47	47	49	50	51	51	52	53	54	56	57	59	60	62	65	68	70	73	76	80	84	89	94	100	109	118	130	144	162	185	218	268	350	517	1017	
47	48	49	50	52	53	54	55	55	56	56	58	59	61	63	65	67	69	71	73	77	80	84	88	93	99	105	112	121	132	145	162	182	209	248	304	399	589	1161	
53	54	55	56	58	59	59	60	61	62	63	65	66	68	70	73	75	78	79	83	86	91	95	100	106	112	120	128	138	151	166	185	209	242	287	352	463	686	1352	
61	62	64	65	67	67	67	68	69	71	72	74	76	79	81	84	87	90	92	96	100	106	111	117	124	131	140	150	162	178	195	218	248	287	341	421	554	820	1620	
73	76	77	79	78	78	79	81	82	83	86	88	90	94	97	100	104	107	111	116	121	127	135	142	150	160	170	184	199	216	239	268	304	352	421	523	690	1023	2022	
94	96	98	97	97	97	99	100	103	105	108	112	115	120	124	128	133	137	143	149	156	164	174	184	195	207	221	239	258	283	313	350	399	463	554	690	915	1359	2693	
136	138	134	134	134	137	139	142	146	149	154	160	164	171	177	184	190	198	206	216	227	238	251	267	284	303	324	350	380	416	461	517	589	686	820	1023	1359	2033	4033	
258	244	242	244	249	254	260	267	275	283	292	301	312	325	337	350	364	380	397	416	437	460	487	517	550	588	631	682	743	816	906	1017	1161	1352	1620	2022	2693	4033	8053	
